state,county,NAME,mean_commute_time
13,039,"Camden County, Georgia",25.0
13,043,"Candler County, Georgia",23.6
13,045,"Carroll County, Georgia",29.1
13,047,"Catoosa County, Georgia",24.4
13,049,"Charlton County, Georgia",26.1
13,051,"Chatham County, Georgia",22.4
13,053,"Chattahoochee County, Georgia",10.0
13,055,"Chattooga County, Georgia",27.4
13,057,"Cherokee County, Georgia",32.7
13,059,"Clarke County, Georgia",21.1
13,061,"Clay County, Georgia",20.1
13,063,"Clayton County, Georgia",32.2
13,065,"Clinch County, Georgia",23.5
13,067,"Cobb County, Georgia",29.7
13,069,"Coffee County, Georgia",18.0
13,071,"Colquitt County, Georgia",23.1
13,073,"Columbia County, Georgia",26.2
13,075,"Cook County, Georgia",26.7
13,077,"Coweta County, Georgia",30.4
13,079,"Crawford County, Georgia",32.7
13,081,"Crisp County, Georgia",20.8
13,083,"Dade County, Georgia",26.6
13,085,"Dawson County, Georgia",30.7
13,087,"Decatur County, Georgia",20.3
13,089,"DeKalb County, Georgia",31.3
13,091,"Dodge County, Georgia",30.0
13,093,"Dooly County, Georgia",22.4
13,095,"Dougherty County, Georgia",20.5
13,097,"Douglas County, Georgia",32.8
13,099,"Early County, Georgia",23.8
13,101,"Echols County, Georgia",22.9
13,103,"Effingham County, Georgia",30.0
13,105,"Elbert County, Georgia",23.7
13,107,"Emanuel County, Georgia",28.6
13,109,"Evans County, Georgia",24.1
13,111,"Fannin County, Georgia",26.5
13,113,"Fayette County, Georgia",32.3
13,115,"Floyd County, Georgia",23.4
13,117,"Forsyth County, Georgia",31.6
13,119,"Franklin County, Georgia",26.3
13,121,"Fulton County, Georgia",28.5
13,123,"Gilmer County, Georgia",29.0
13,125,"Glascock County, Georgia",36.8
13,127,"Glynn County, Georgia",19.4
13,129,"Gordon County, Georgia",23.4
13,131,"Grady County, Georgia",25.4
13,133,"Greene County, Georgia",28.2
13,135,"Gwinnett County, Georgia",33.3
13,137,"Habersham County, Georgia",26.9
13,139,"Hall County, Georgia",27.9
13,141,"Hancock County, Georgia",36.9
13,143,"Haralson County, Georgia",29.4
13,145,"Harris County, Georgia",26.3
13,147,"Hart County, Georgia",23.3
13,149,"Heard County, Georgia",35.5
13,151,"Henry County, Georgia",33.1
13,153,"Houston County, Georgia",22.7
13,155,"Irwin County, Georgia",27.1
13,157,"Jackson County, Georgia",30.7
13,159,"Jasper County, Georgia",34.7
13,161,"Jeff Davis County, Georgia",23.2
13,163,"Jefferson County, Georgia",29.8
13,165,"Jenkins County, Georgia",24.1
13,167,"Johnson County, Georgia",29.0
13,169,"Jones County, Georgia",30.5
13,171,"Lamar County, Georgia",30.3
13,173,"Lanier County, Georgia",22.9
13,175,"Laurens County, Georgia",25.9
13,177,"Lee County, Georgia",22.8
13,179,"Liberty County, Georgia",23.5
13,181,"Lincoln County, Georgia",31.0
13,183,"Long County, Georgia",31.0
13,185,"Lowndes County, Georgia",19.8
13,187,"Lumpkin County, Georgia",27.8
13,189,"McDuffie County, Georgia",22.4
13,191,"McIntosh County, Georgia",31.4
13,193,"Macon County, Georgia",22.4
13,195,"Madison County, Georgia",28.4
13,197,"Marion County, Georgia",35.1
13,199,"Meriwether County, Georgia",34.2
13,201,"Miller County, Georgia",24.4
13,205,"Mitchell County, Georgia",25.2
13,207,"Monroe County, Georgia",27.6
13,209,"Montgomery County, Georgia",27.2
13,211,"Morgan County, Georgia",25.6
13,213,"Murray County, Georgia",25.9
13,215,"Muscogee County, Georgia",20.2
13,217,"Newton County, Georgia",37.1
13,219,"Oconee County, Georgia",25.5
13,221,"Oglethorpe County, Georgia",31.9
13,223,"Paulding County, Georgia",38.2
13,225,"Peach County, Georgia",22.6
13,227,"Pickens County, Georgia",32.5
13,229,"Pierce County, Georgia",26.0
13,231,"Pike County, Georgia",34.8
13,233,"Polk County, Georgia",30.2
13,235,"Pulaski County, Georgia",26.6
13,237,"Putnam County, Georgia",32.0
13,239,"Quitman County, Georgia",32.9
13,241,"Rabun County, Georgia",25.7
13,243,"Randolph County, Georgia",23.0
13,245,"Richmond County, Georgia",21.4
13,247,"Rockdale County, Georgia",34.9
13,249,"Schley County, Georgia",30.5
13,251,"Screven County, Georgia",32.9
13,253,"Seminole County, Georgia",28.1
13,255,"Spalding County, Georgia",27.2
13,257,"Stephens County, Georgia",23.2
13,259,"Stewart County, Georgia",36.3
13,261,"Sumter County, Georgia",19.3
13,263,"Talbot County, Georgia",39.2
13,265,"Taliaferro County, Georgia",28.5
13,267,"Tattnall County, Georgia",27.0
13,269,"Taylor County, Georgia",30.1
13,271,"Telfair County, Georgia",22.9
13,273,"Terrell County, Georgia",24.9
13,275,"Thomas County, Georgia",19.8
13,277,"Tift County, Georgia",21.1
13,279,"Toombs County, Georgia",24.6
13,281,"Towns County, Georgia",20.1
13,283,"Treutlen County, Georgia",32.8
13,285,"Troup County, Georgia",23.2
13,287,"Turner County, Georgia",23.6
13,289,"Twiggs County, Georgia",26.6
13,291,"Union County, Georgia",23.7
13,293,"Upson County, Georgia",23.7
13,295,"Walker County, Georgia",29.0
13,297,"Walton County, Georgia",34.2
13,299,"Ware County, Georgia",21.4
13,301,"Warren County, Georgia",27.6
13,303,"Washington County, Georgia",23.5
13,305,"Wayne County, Georgia",26.8
13,307,"Webster County, Georgia",33.3
13,309,"Wheeler County, Georgia",37.4
13,311,"White County, Georgia",28.6
13,313,"Whitfield County, Georgia",21.2
13,315,"Wilcox County, Georgia",28.0
13,317,"Wilkes County, Georgia",29.5
13,319,"Wilkinson County, Georgia",26.9
13,321,"Worth County, Georgia",27.6
