state,county,NAME,pct_pre_1960,total_units,units_pre_1960
21,073,"Franklin County, Kentucky",25.52224492348747,23983,6121
21,075,"Fulton County, Kentucky",32.36306729264476,3195,1034
21,077,"Gallatin County, Kentucky",14.224369296833064,3726,530
21,079,"Garrard County, Kentucky",17.188358045030203,7284,1252
21,081,"Grant County, Kentucky",12.179423705317358,10099,1230
21,083,"Graves County, Kentucky",23.278470289241195,16526,3847
21,085,"Grayson County, Kentucky",11.673909785703582,13346,1558
21,087,"Green County, Kentucky",30.068207654414554,5278,1587
21,089,"Greenup County, Kentucky",21.177991137370753,16248,3441
21,091,"Hancock County, Kentucky",17.145053818554587,3902,669
21,093,"Hardin County, Kentucky",14.290281329923275,46920,6705
21,095,"Harlan County, Kentucky",31.038721573448065,13016,4040
21,097,"Harrison County, Kentucky",29.49018639674114,8101,2389
21,099,"Hart County, Kentucky",22.91595973306187,8841,2026
21,101,"Henderson County, Kentucky",30.654791521544432,20098,6161
21,103,"Henry County, Kentucky",25.550195960205002,6634,1695
21,105,"Hickman County, Kentucky",24.687933425797503,2163,534
21,107,"Hopkins County, Kentucky",27.00367559310707,20949,5657
21,109,"Jackson County, Kentucky",11.519893457632762,6007,692
21,111,"Jefferson County, Kentucky",35.905715208266066,356155,127880
21,113,"Jessamine County, Kentucky",10.230068007524237,20733,2121
21,115,"Johnson County, Kentucky",17.005510165304962,10526,1790
21,117,"Kenton County, Kentucky",35.14139242599636,72564,25500
21,119,"Knott County, Kentucky",18.56207204525156,6718,1247
21,121,"Knox County, Kentucky",17.160020264891077,13817,2371
21,123,"Larue County, Kentucky",22.297609868928294,6485,1446
21,125,"Laurel County, Kentucky",10.749369566035604,26569,2856
21,127,"Lawrence County, Kentucky",16.45872046721529,7534,1240
21,129,"Lee County, Kentucky",15.840049597024178,3226,511
21,131,"Leslie County, Kentucky",19.963332654308413,4909,980
21,133,"Letcher County, Kentucky",29.385716977576788,10614,3119
21,135,"Lewis County, Kentucky",21.921426213271708,6058,1328
21,137,"Lincoln County, Kentucky",19.959379615952734,10832,2162
21,139,"Livingston County, Kentucky",21.842560553633216,4624,1010
21,141,"Logan County, Kentucky",23.992938533140748,12462,2990
21,143,"Lyon County, Kentucky",9.440267335004176,4788,452
21,145,"McCracken County, Kentucky",26.304801670146137,32093,8442
21,147,"McCreary County, Kentucky",14.00548103274196,6933,971
21,149,"McLean County, Kentucky",22.99043062200957,4180,961
21,151,"Madison County, Kentucky",9.882687522218273,39382,3892
21,153,"Magoffin County, Kentucky",17.081655071402416,5462,933
21,155,"Marion County, Kentucky",22.75384798950006,8381,1907
21,157,"Marshall County, Kentucky",17.91836983710573,16391,2937
21,159,"Martin County, Kentucky",12.357689919271373,4831,597
21,161,"Mason County, Kentucky",32.99107688546633,8181,2699
21,163,"Meade County, Kentucky",15.776799800714109,12043,1900
21,165,"Menifee County, Kentucky",8.001163805644456,3437,275
21,167,"Mercer County, Kentucky",27.522935779816514,10355,2850
21,169,"Metcalfe County, Kentucky",16.347789115646258,4704,769
21,171,"Monroe County, Kentucky",17.999618247757205,5239,943
21,173,"Montgomery County, Kentucky",17.810592311499754,12122,2159
21,175,"Morgan County, Kentucky",15.267175572519085,5633,860
21,177,"Muhlenberg County, Kentucky",22.31839029442225,13518,3017
21,179,"Nelson County, Kentucky",15.238143340572757,19799,3017
21,181,"Nicholas County, Kentucky",37.613019891500905,3318,1248
21,183,"Ohio County, Kentucky",19.242840329540996,10196,1962
21,185,"Oldham County, Kentucky",7.531795645613279,23195,1747
21,187,"Owen County, Kentucky",14.8975791433892,5370,800
21,189,"Owsley County, Kentucky",14.989733059548255,1948,292
21,191,"Pendleton County, Kentucky",30.74227460974833,6278,1930
21,193,"Perry County, Kentucky",16.293663995161044,13226,2155
21,195,"Pike County, Kentucky",14.070820941973858,28918,4069
21,197,"Powell County, Kentucky",10.216110019646365,5599,572
21,199,"Pulaski County, Kentucky",13.237387316147398,31615,4185
21,201,"Robertson County, Kentucky",33.04597701149425,1044,345
21,203,"Rockcastle County, Kentucky",15.272677818577451,7353,1123
